episode,episode_reward,game_score,max_tile,episode_length,epsilon,loss
2462,790.56,620,64,85,0.03,16.997952
2463,1594.2,1300,128,143,0.03,10.777724
2464,855.32,1336,128,335,0.03,10.674255
2465,-378.68,664,64,388,0.03,12.581526
2466,987.32,760,64,101,0.03,13.248123
2467,1127.48,912,64,114,0.03,12.19626
2468,1930.16,2280,256,449,0.03,12.643523
2469,1375.4,2696,256,723,0.03,17.813927
2470,1405.16,1632,128,314,0.03,11.287623
2471,2647.68,2740,256,417,0.03,13.6917
2472,2838.56,2324,256,230,0.03,13.972207
2473,1100.24,1188,128,223,0.03,10.357587
2474,1206.8,1012,64,135,0.03,14.222623
2475,1351.48,1400,128,253,0.03,12.71039
2476,3368.32,2788,256,299,0.03,11.563353
2477,450.48,352,32,59,0.03,11.501465
2478,1731.68,2024,256,355,0.03,11.272516
2479,1327.56,1452,128,280,0.03,18.007847
2480,1437.72,1472,128,257,0.03,12.402638
2481,882.0,1052,128,224,0.03,10.033892
2482,152.4,1460,128,568,0.03,12.547165
2483,1623.32,1316,128,137,0.03,7.804747
2484,2287.0,2864,256,587,0.03,7.929668
2485,1081.6,860,64,112,0.03,18.607349
2486,2313.44,2104,256,262,0.03,10.854853
2487,1429.56,1552,128,298,0.03,13.46158
2488,1387.36,2500,256,655,0.03,13.107679
2489,1636.72,1296,128,131,0.03,12.802166
2490,963.88,1056,128,201,0.03,12.085943
2491,2716.28,2756,256,459,0.03,15.613884
2492,3082.72,2700,256,314,0.03,9.57859
2493,318.32,1484,128,546,0.03,10.187734
2494,1227.64,1352,128,263,0.03,9.935907
2495,1572.28,1336,128,159,0.03,11.907753
2496,1564.52,1588,128,245,0.03,10.97756
2497,1442.6,2120,256,492,0.03,13.239956
2498,760.72,616,64,87,0.03,14.021229
2499,1072.8,1092,128,194,0.03,10.012432
2500,1132.4,1684,128,421,0.03,11.047201
2501,3281.96,3436,256,585,0.03,11.449616
2502,648.72,1044,128,274,0.03,14.569407
2503,957.64,1012,128,182,0.03,12.103377
2504,1574.12,1224,128,130,0.03,10.595527
2505,990.44,2132,256,598,0.03,15.540498
2506,1189.16,1300,128,226,0.03,23.419451
2507,1237.08,1000,64,122,0.03,13.761557
2508,167.4,720,64,279,0.03,10.234235
2509,2514.08,2064,256,181,0.03,12.252697
2510,648.76,1436,128,430,0.03,6.856639
2511,261.48,264,32,68,0.03,14.455357
2512,1911.88,1720,128,238,0.03,14.511495
2513,2225.48,2288,256,382,0.03,11.534185
2514,655.0,644,64,129,0.03,15.242033
2515,1626.04,1372,128,170,0.03,8.031486
2516,1693.96,1500,128,209,0.03,13.862574
2517,1237.16,1992,256,477,0.03,11.557929
2518,2679.24,2404,256,300,0.03,14.771283
2519,-368.48,696,64,407,0.03,12.048032
2520,606.8,1120,128,326,0.03,14.956285
2521,1827.6,1956,128,341,0.03,12.279545
2522,1015.04,848,64,112,0.03,9.928819
2523,840.88,1548,128,429,0.03,10.231731
2524,481.8,2424,256,843,0.03,14.001835
2525,-314.16,912,64,480,0.03,13.086143
2526,2652.4,3024,256,558,0.03,9.72249
2527,1657.24,1316,128,136,0.03,11.961329
2528,1022.8,1312,128,298,0.03,15.834478
2529,2001.16,1628,128,179,0.03,9.939526
2530,1554.96,1316,128,158,0.03,12.527212
2531,1669.64,1640,128,245,0.03,10.853511
2532,2320.16,2276,256,307,0.03,11.787379
2533,1746.04,1680,128,274,0.03,10.907497
2534,1255.2,1032,128,111,0.03,15.501161
2535,264.04,1480,128,563,0.03,9.166271
2536,1926.84,2044,256,333,0.03,10.616396
2537,728.88,824,64,179,0.03,10.416387
2538,1971.28,1664,128,192,0.03,13.911901
2539,-422.68,1000,64,537,0.03,11.268166
2540,1380.6,1280,128,180,0.03,13.986691
2541,1418.32,1396,128,234,0.03,9.430396
2542,1174.12,1512,128,324,0.03,10.63327
2543,1236.56,1108,64,158,0.03,11.806213
2544,1379.76,1880,128,430,0.03,11.956083
2545,2505.8,2672,256,488,0.03,12.370222
2546,1323.92,1036,128,114,0.03,14.246618
2547,1741.88,1344,128,138,0.03,7.392618
2548,1770.0,1524,128,197,0.03,15.513102
2549,779.0,788,64,146,0.03,10.146569
2550,876.92,732,64,112,0.03,8.736326
2551,3650.64,2788,256,227,0.03,9.824577
2552,1660.16,1364,128,155,0.03,14.361439
2553,1289.84,1348,128,252,0.03,15.342706
2554,1568.8,1300,128,157,0.03,10.90608
2555,1186.28,1600,128,379,0.03,12.84571
2556,-58.48,1340,128,576,0.03,13.786037
2557,637.32,856,64,213,0.03,14.470329
2558,-400.0,1580,128,753,0.03,14.90497
2559,1763.52,2476,256,543,0.03,17.232992
2560,1556.08,1212,128,126,0.03,8.022012
2561,2959.84,2452,256,259,0.03,9.862842
2562,1281.36,1320,128,236,0.03,11.345295
2563,864.24,732,64,111,0.03,11.69882
2564,641.56,692,64,151,0.03,10.941444
2565,2101.6,2680,256,550,0.03,10.190777
2566,2084.68,1632,128,168,0.03,12.292278
2567,923.68,724,64,100,0.03,9.827474
2568,511.92,744,64,204,0.03,9.522423
2569,2908.8,2540,256,329,0.03,12.260366
2570,1706.48,2304,256,486,0.03,11.119469
2571,1429.76,1476,128,274,0.03,11.20386
2572,1416.6,1360,128,223,0.03,11.675572
2573,568.2,648,64,145,0.03,13.557966
2574,685.12,620,64,108,0.03,13.18149
2575,1227.44,1468,128,312,0.03,10.378176
2576,1920.08,1520,128,163,0.03,11.541782
2577,1674.8,1792,128,317,0.03,12.822176
2578,1222.92,1576,128,356,0.03,8.136434
2579,1545.64,1232,128,132,0.03,11.020342
2580,2381.52,2796,256,503,0.03,14.031342
2581,829.76,1360,128,353,0.03,10.838629
2582,506.56,1112,128,334,0.03,11.863765
2583,390.08,1260,128,427,0.03,11.066358
2584,1672.8,1432,128,186,0.03,8.778541
2585,768.48,616,64,83,0.03,15.725031
2586,896.0,696,64,92,0.03,15.395016
2587,1589.6,1236,128,129,0.03,14.03297
2588,389.04,532,64,141,0.03,9.315144
2589,1522.56,1300,128,161,0.03,13.29864
2590,273.16,664,64,231,0.03,12.159033
2591,1209.92,1360,128,292,0.03,11.299019
2592,2016.16,1640,128,188,0.03,10.440243
2593,287.24,1328,128,471,0.03,11.310547
2594,1236.8,1440,128,298,0.03,13.536457
2595,581.2,1376,128,423,0.03,10.842509
2596,1630.04,1296,128,136,0.03,14.58812
2597,1112.0,1012,128,139,0.03,16.7272
2598,332.44,632,64,207,0.03,10.692623
2599,-399.72,1288,128,637,0.03,12.760482
2600,922.12,968,128,169,0.03,10.327165
2601,324.28,540,64,169,0.03,13.550883
2602,2529.16,2388,256,335,0.03,12.948806
2603,1562.92,1240,128,133,0.03,14.63006
2604,133.4,348,32,138,0.03,16.269417
2605,107.68,1336,128,523,0.03,11.938663
2606,1518.32,1180,128,129,0.03,9.28268
2607,1853.2,1436,128,149,0.03,8.309965
2608,780.8,616,64,83,0.03,9.005288
2609,2424.96,2328,256,321,0.03,9.509459
2610,1032.8,1200,128,241,0.03,10.714933
2611,2851.04,2536,256,290,0.03,14.482147
2612,1886.48,2744,256,666,0.03,11.6726
2613,2205.88,2344,256,431,0.03,10.43112
2614,1261.4,1868,128,442,0.03,11.633697
2615,942.04,744,64,89,0.03,20.737743
2616,354.64,404,32,107,0.03,9.277954
2617,1115.04,968,64,136,0.03,12.809967
2618,1444.48,1428,128,219,0.03,12.573526
2619,795.68,632,64,88,0.03,13.842276
2620,752.36,580,64,80,0.03,9.013898
2621,1218.72,988,128,107,0.03,15.810191
2622,1484.32,1436,128,223,0.03,14.242802
2623,1515.04,1616,128,301,0.03,12.759959
2624,1273.28,1076,128,125,0.03,15.18858
2625,2459.96,2540,256,424,0.03,11.600204
2626,794.84,1440,128,390,0.03,10.329156
2627,1645.24,1484,128,197,0.03,11.275766
2628,1629.0,1620,128,242,0.03,12.181452
2629,1056.52,912,64,134,0.03,12.677917
2630,1334.88,1624,128,336,0.03,12.156898
2631,3051.4,2372,256,215,0.03,16.366474
2632,1040.2,1300,128,275,0.03,17.731182
2633,2030.52,1776,128,233,0.03,14.229239
2634,1473.88,1288,128,166,0.03,9.715615
2635,862.24,688,64,90,0.03,10.639535
2636,1434.0,1340,128,202,0.03,13.985797
2637,1532.12,1204,128,124,0.03,10.088341
2638,1328.36,1176,128,156,0.03,12.606876
2639,507.24,1268,128,422,0.03,11.80859
2640,1649.16,1320,128,145,0.03,15.291357
2641,2322.92,2416,256,410,0.03,13.163048
2642,1446.48,1148,128,115,0.03,9.409674
2643,360.04,688,64,222,0.03,15.814219
2644,604.16,1048,64,300,0.03,17.499615
2645,1310.72,1052,128,124,0.03,17.573971
2646,1630.8,1628,128,280,0.03,10.121414
2647,359.8,268,32,50,0.03,10.255997
2648,2043.08,2556,256,519,0.03,17.703457
2649,709.16,864,64,195,0.03,13.661238
2650,794.2,748,64,126,0.03,12.492612
2651,1627.76,1328,128,154,0.03,10.505353
2652,450.68,656,64,184,0.03,22.307467
2653,1821.04,2392,256,497,0.03,11.366926
2654,1474.68,1288,128,170,0.03,9.361967
2655,784.36,828,64,165,0.03,17.823767
2656,193.56,808,64,304,0.03,10.205093
2657,1655.44,1400,128,180,0.03,9.61598
2658,1420.56,1116,128,120,0.03,11.093605
2659,1813.6,1492,128,174,0.03,12.730488
2660,782.6,620,64,86,0.03,17.259945
2661,3564.44,2720,256,219,0.03,9.868074
2662,1238.36,2104,256,527,0.03,12.808939
2663,989.84,1176,128,248,0.03,10.557706
2664,3942.92,3116,256,317,0.03,14.791582
2665,1036.56,916,64,129,0.03,17.390144
2666,3115.8,3012,256,450,0.03,16.781282
2667,1472.44,1172,128,121,0.03,15.543476
2668,592.64,996,64,278,0.03,11.786747
2669,1018.88,840,64,100,0.03,10.889714
2670,904.4,704,64,91,0.03,16.056726
2671,781.8,620,64,85,0.03,10.518618
2672,1909.2,1656,128,203,0.03,16.281364
2673,1883.0,1860,128,284,0.03,14.290158
2674,1630.32,2516,256,610,0.03,12.640782
2675,1038.28,1708,128,441,0.03,17.804604
2676,919.6,1148,128,265,0.03,11.131987
2677,1856.12,1456,128,151,0.03,10.612965
2678,1533.6,1660,128,314,0.03,15.755598
2679,1550.64,1332,128,168,0.03,14.812822
2680,1459.2,1160,128,124,0.03,16.73633
2681,2916.12,2264,256,192,0.03,14.041638
2682,1629.56,1336,128,157,0.03,13.931826
2683,1262.56,1300,128,233,0.03,12.006717
2684,1967.28,2356,256,453,0.03,9.370971
2685,1076.36,1084,128,191,0.03,8.704459
2686,1410.84,1128,128,121,0.03,24.051567
2687,3753.44,2984,256,287,0.03,16.939068
2688,441.2,644,64,179,0.03,16.25699
2689,923.72,724,64,95,0.03,12.44558
2690,719.32,556,64,75,0.03,12.878912
2691,1163.44,1272,128,242,0.03,11.088077
2692,2684.88,2996,256,561,0.03,11.617407
2693,2853.24,2252,256,185,0.03,12.397442
2694,305.16,1408,128,519,0.03,9.325635
2695,2059.12,2492,256,514,0.03,18.292648
2696,1161.48,1308,128,243,0.03,14.155641
2697,758.36,1456,128,425,0.03,8.745166
2698,1836.44,2220,256,436,0.03,17.91507
2699,1009.92,1360,128,323,0.03,9.51417
2700,217.24,940,128,342,0.03,14.972861
2701,882.24,680,64,95,0.03,12.764734
2702,3641.6,2724,256,241,0.03,13.832758
2703,1634.2,1336,128,159,0.03,12.821101
2704,956.04,1180,128,242,0.03,13.481302
2705,265.08,1392,128,512,0.03,15.130775
2706,3531.96,3284,256,487,0.03,8.047338
2707,1038.68,836,64,103,0.03,18.868368
2708,-993.24,2236,128,1162,0.03,12.487597
2709,1149.44,1068,128,162,0.03,16.920784
2710,1677.76,1412,128,168,0.03,10.554045
2711,1270.24,1408,128,273,0.03,15.444726
2712,1593.84,1352,128,169,0.03,12.461308
2713,771.76,1032,128,233,0.03,10.52779
2714,1923.36,1760,128,235,0.03,9.55331
2715,229.8,580,64,207,0.03,18.159327
2716,1568.64,1224,128,137,0.03,17.036051
2717,2760.28,2484,256,341,0.03,10.835822
2718,575.88,656,64,150,0.03,13.996718
2719,1326.08,1744,128,399,0.03,12.441169
2720,1570.84,1388,128,195,0.03,18.718504
2721,1081.52,1068,128,189,0.03,10.835226
2722,1084.68,884,64,109,0.03,11.306299
2723,1490.64,1440,128,223,0.03,10.608871
2724,2950.4,2296,256,214,0.03,12.605425
2725,681.28,704,64,149,0.03,11.673952
2726,1056.88,1440,128,353,0.03,16.741074
2727,1694.4,1356,128,153,0.03,10.630986
2728,1275.16,1268,128,200,0.03,10.796638
2729,1113.72,1368,128,306,0.03,11.111252
2730,1650.04,1384,128,174,0.03,16.004042
2731,2540.04,2380,256,338,0.03,10.936439
2732,419.64,1620,128,562,0.03,13.508806
2733,1571.32,1448,128,214,0.03,20.860716
2734,1149.16,1476,128,322,0.03,13.770124
2735,1836.44,1444,128,154,0.03,14.679575
2736,1733.68,1368,128,143,0.03,14.411355
2737,1101.2,1440,128,325,0.03,13.431199
2738,1363.12,1432,128,250,0.03,12.1957
2739,1274.32,2044,256,483,0.03,15.213263
2740,2236.28,2476,256,459,0.03,13.98924
2741,1130.0,1016,128,138,0.03,15.471633
2742,2662.76,2252,256,258,0.03,15.711298
2743,855.2,852,64,159,0.03,12.348423
2744,2855.92,2448,256,303,0.03,15.528986
2745,3067.6,3104,256,492,0.03,13.523221
2746,3326.36,3228,256,494,0.03,17.728436
2747,1576.68,1236,128,127,0.03,13.664209
2748,2247.16,2392,256,433,0.03,10.709896
2749,750.72,572,64,79,0.03,13.360528
2750,1700.48,2844,256,749,0.03,11.710721
2751,2036.72,2060,256,299,0.03,13.627287
2752,859.36,948,128,183,0.03,17.457008
2753,889.96,1288,128,299,0.03,11.217653
2754,655.16,784,64,186,0.03,19.850552
2755,2653.0,2084,256,176,0.03,11.889939
2756,320.52,240,32,49,0.03,19.143539
2757,1226.24,1008,128,108,0.03,20.586681
2758,1139.44,1320,128,278,0.03,14.152955
2759,1331.16,1100,128,144,0.03,15.007928
2760,1470.28,1436,128,242,0.03,16.368668
2761,1995.2,1736,128,194,0.03,13.60366
2762,1214.76,1316,128,224,0.03,13.731165
2763,1304.04,1408,128,268,0.03,10.497149
2764,1766.72,1716,128,284,0.03,15.107423
2765,1406.36,1228,128,159,0.03,16.333181
2766,1347.68,1288,128,202,0.03,13.992109
2767,1237.48,984,128,106,0.03,14.703032
2768,822.52,940,64,204,0.03,10.576069
2769,760.0,576,64,79,0.03,12.05555
2770,1028.04,1516,128,380,0.03,14.091335
2771,2706.12,2792,256,467,0.03,14.89126
2772,1199.08,984,128,102,0.03,13.691403
2773,1219.04,1136,128,169,0.03,17.7038
2774,2660.24,2140,256,205,0.03,10.837851
2775,1599.44,1328,128,167,0.03,11.19733
2776,741.64,580,64,80,0.03,16.808372
2777,-278.08,3048,256,1303,0.03,15.278946
2778,703.88,536,64,75,0.03,16.915537
2779,1896.52,1476,128,155,0.03,16.057388
2780,1592.48,1280,128,152,0.03,15.277652
2781,1113.8,1272,128,251,0.03,17.775145
2782,1216.24,1316,128,248,0.03,15.686712
2783,1608.68,1272,128,137,0.03,19.403427
2784,994.6,1312,128,305,0.03,12.263609
2785,1370.28,1276,128,189,0.03,11.591202
2786,256.28,632,64,221,0.03,14.728221
2787,1430.28,1188,128,132,0.03,10.436104
2788,1471.28,1344,128,198,0.03,18.737419
2789,3144.2,2764,256,340,0.03,7.908106
2790,1349.68,2248,256,568,0.03,12.245935
2791,2441.68,2224,256,281,0.03,17.200262
2792,1264.48,1032,128,112,0.03,14.063873
2793,1004.08,2136,128,613,0.03,17.874344
2794,107.04,816,64,327,0.03,16.394135
2795,1190.96,1092,128,160,0.03,18.52685
2796,649.76,1240,128,363,0.03,13.920899
2797,892.8,780,64,127,0.03,13.883415
2798,1164.6,1656,128,422,0.03,10.110695
2799,1290.84,1032,128,110,0.03,10.648537
2800,1103.44,1104,128,201,0.03,10.166181
2801,1131.36,1280,128,246,0.03,16.740259
2802,69.24,1048,128,435,0.03,12.964148
2803,1042.44,1260,128,266,0.03,12.907671
2804,2637.12,3028,256,579,0.03,14.897795
2805,805.72,904,64,192,0.03,13.245955
2806,1749.64,1356,128,138,0.03,14.972209
2807,75.92,824,64,350,0.03,12.028946
2808,1478.52,1308,128,175,0.03,17.060528
2809,3464.16,3084,256,414,0.03,11.945065
2810,1107.64,1164,128,218,0.03,14.550946
2811,1432.64,1092,128,116,0.03,12.017161
2812,1324.8,1116,128,146,0.03,15.105415
2813,771.52,628,64,94,0.03,17.390604
2814,1608.32,1452,128,207,0.03,14.941442
2815,1621.84,1280,128,131,0.03,14.133451
2816,1271.08,1644,128,350,0.03,13.919342
2817,931.68,848,64,136,0.03,12.10959
2818,1690.32,1552,128,230,0.03,15.286981
2819,1341.48,2392,256,656,0.03,10.947488
2820,1374.96,1720,128,353,0.03,13.791722
2821,1453.56,1324,128,198,0.03,8.683534
2822,718.32,556,64,77,0.03,18.109531
2823,2108.36,2660,256,552,0.03,9.682314
2824,843.88,676,64,98,0.03,11.798944
2825,2180.16,2108,256,312,0.03,9.255436
2826,945.32,1132,128,244,0.03,11.085634
2827,676.68,944,64,236,0.03,11.726261
2828,1933.72,2284,256,424,0.03,8.909005
2829,1616.16,1260,128,134,0.03,17.926842
2830,1219.28,1028,64,131,0.03,19.477692
2831,-423.44,1320,128,635,0.03,15.305805
2832,3040.52,2440,256,247,0.03,11.930384
2833,1504.84,1880,128,389,0.03,9.9207
2834,1418.72,1372,128,232,0.03,15.837388
2835,187.92,1168,128,443,0.03,16.065022
2836,64.32,844,64,347,0.03,13.62849
2837,829.92,640,64,90,0.03,13.396434
2838,1005.8,884,64,130,0.03,14.394959
2839,417.4,1260,128,422,0.03,11.483358
2840,497.56,1460,128,473,0.03,11.530144
2841,1832.4,1476,128,159,0.03,14.23047
2842,804.56,804,64,150,0.03,12.904166
2843,733.52,576,64,80,0.03,15.911222
2844,1294.92,2336,256,616,0.03,15.049326
2845,1353.16,1284,128,197,0.03,11.760895
2846,1424.0,1104,128,121,0.03,12.460327
2847,424.64,1372,128,462,0.03,13.432982
2848,2760.2,2480,256,331,0.03,9.479864
2849,1903.36,2372,256,508,0.03,11.9067
2850,801.92,944,64,212,0.03,17.674006
2851,1454.0,1496,128,254,0.03,17.296093
2852,-482.64,388,32,310,0.03,15.549036
2853,469.6,828,64,246,0.03,13.705949
2854,3323.28,2980,256,386,0.03,9.381029
2855,2407.48,2768,256,516,0.03,13.377396
2856,2413.04,2032,128,217,0.03,11.977715
2857,3322.48,2796,256,315,0.03,11.22298
2858,635.08,724,64,169,0.03,11.882615
2859,819.56,1260,128,341,0.03,13.262616
2860,842.88,1220,128,300,0.03,14.459353
2861,787.28,1328,128,354,0.03,15.086475
2862,763.44,1436,128,414,0.03,11.924012
2863,728.4,568,64,77,0.03,15.65889
2864,1155.52,1304,128,256,0.03,11.119595
2865,1300.08,1416,128,275,0.03,15.446473
2866,1519.88,1408,128,217,0.03,15.35384
2867,992.0,1012,128,164,0.03,11.656315
2868,663.52,528,64,72,0.03,13.857195
2869,1677.28,1432,128,177,0.03,11.738787
2870,2493.76,2220,256,263,0.03,14.027397
2871,481.72,588,64,148,0.03,14.577676
2872,1286.84,1068,128,120,0.03,10.650887
2873,1245.8,1080,128,147,0.03,11.623045
2874,368.4,604,64,188,0.03,12.562325
2875,1598.44,1356,128,183,0.03,12.337437
2876,931.64,736,64,99,0.03,13.805105
2877,1826.72,1408,128,146,0.03,11.377056
2878,666.68,748,64,165,0.03,10.569769
2879,1249.92,1620,128,357,0.03,11.248259
2880,902.48,724,64,95,0.03,13.909389
2881,2095.36,1812,128,239,0.03,11.857352
2882,1020.12,1104,128,214,0.03,12.459377
2883,-360.04,1436,128,698,0.03,10.653966
2884,1098.08,2396,256,697,0.03,11.021376
2885,109.84,752,64,315,0.03,13.787627
2886,2350.32,2360,256,388,0.03,12.706372
2887,922.48,1220,128,287,0.03,18.196623
2888,582.36,1348,128,421,0.03,14.270726
2889,3499.84,2708,256,258,0.03,10.276159
2890,1025.44,1516,128,373,0.03,12.916395
2891,1372.8,1084,128,120,0.03,18.797188
2892,1363.4,4748,512,1540,0.03,18.15114
2893,3623.68,3104,256,387,0.03,14.205228
2894,953.48,2276,256,664,0.03,13.98782
2895,275.32,2868,256,1085,0.03,12.646921
2896,2589.52,2244,256,256,0.03,17.508923
2897,414.36,552,64,145,0.03,14.245219
2898,1759.36,2088,128,405,0.03,10.969919
2899,1377.08,1460,128,248,0.03,13.79344
2900,943.12,1152,128,231,0.03,15.974823
2901,1280.32,1148,128,172,0.03,15.7749
2902,224.92,1348,128,518,0.03,16.197359
2903,792.6,680,64,112,0.03,8.547519
2904,998.32,1332,128,313,0.03,16.396143
2905,1641.68,1476,128,206,0.03,13.901615
2906,1586.96,1284,128,128,0.03,10.762812
2907,718.8,616,64,102,0.03,16.359776
2908,1428.88,1176,128,136,0.03,14.492128
2909,834.72,672,64,88,0.03,10.729284
2910,445.96,1248,128,412,0.03,9.005117
2911,2979.28,2960,256,463,0.03,18.095827
2912,646.32,984,128,244,0.03,12.760249
2913,741.56,1320,128,362,0.03,15.752962
2914,1900.56,1776,128,240,0.03,18.220493
2915,1629.76,1372,128,167,0.03,15.070649
2916,2656.84,2104,256,186,0.03,11.455029
2917,785.92,1248,128,318,0.03,13.057977
2918,2342.12,2368,256,392,0.03,14.68259
2919,1042.08,1040,128,168,0.03,13.549952
2920,1464.64,1180,128,124,0.03,8.885851
2921,1779.44,1392,128,150,0.03,12.925858
2922,1662.48,1332,128,136,0.03,13.605183
2923,159.12,628,64,246,0.03,12.520207
2924,1222.24,2444,256,715,0.03,14.546114
2925,2266.24,1948,128,225,0.03,11.595924
2926,1308.76,1928,256,426,0.03,12.613448
2927,872.84,960,64,195,0.03,16.770487
2928,1419.36,1332,128,188,0.03,13.668586
2929,1523.52,1356,128,186,0.03,17.216764
2930,794.0,1024,64,243,0.03,14.523947
2931,945.44,1420,128,340,0.03,14.780265
2932,876.32,700,64,93,0.03,13.057012
2933,687.56,984,64,246,0.03,11.535606
2934,810.64,1384,128,386,0.03,13.955769
2935,886.92,716,64,96,0.03,12.188158
2936,1159.76,1428,128,321,0.03,13.206399
2937,1703.48,1612,128,244,0.03,16.851145
2938,896.84,1392,128,369,0.03,13.942004
2939,578.0,1304,128,388,0.03,7.67681
2940,1726.24,3124,256,818,0.03,10.237391
2941,299.84,728,64,254,0.03,13.241396
2942,640.68,484,64,72,0.03,15.503877
2943,686.36,900,64,219,0.03,14.685444
2944,2070.72,2332,256,431,0.03,17.848503
2945,1498.92,1348,128,202,0.03,16.178453
2946,1884.24,1728,128,259,0.03,14.819319
2947,1392.96,1352,128,229,0.03,10.047599
2948,1809.84,1748,128,267,0.03,13.484252
2949,664.4,528,64,72,0.03,11.940689
2950,3657.36,2800,256,235,0.03,9.549348
2951,1287.16,1224,128,194,0.03,11.346802
2952,1284.12,1296,128,222,0.03,16.314003
2953,949.76,824,64,123,0.03,11.562626
2954,832.6,732,64,119,0.03,14.347427
2955,497.52,2296,256,811,0.03,12.845922
2956,-2585.8,2060,128,1478,0.03,13.01795
2957,1662.16,1372,128,137,0.03,13.801212
2958,1694.16,1328,128,138,0.03,16.413704
2959,636.76,588,64,104,0.03,15.612312
2960,1318.28,1348,128,222,0.03,17.103661
2961,-101.92,1388,128,619,0.03,14.013636
2962,1701.68,1448,128,190,0.03,13.921136
2963,1074.56,2068,128,565,0.03,14.288565
2964,934.92,1268,128,290,0.03,12.520446
2965,1572.88,1472,128,229,0.03,14.501532
2966,1089.16,1416,128,326,0.03,11.312868
2967,2573.88,3936,256,962,0.03,12.439453
2968,1551.92,1264,128,141,0.03,10.403506
2969,1588.48,1336,128,165,0.03,11.254526
2970,1265.24,1008,128,110,0.03,10.698959
2971,706.84,636,64,115,0.03,8.99747
2972,2128.04,1768,128,188,0.03,10.210009
2973,390.36,1536,128,543,0.03,15.548092
2974,897.64,684,64,89,0.03,19.219265
2975,1165.52,1392,128,301,0.03,9.676352
2976,1236.04,1480,128,304,0.03,14.457117
2977,1306.96,1040,128,111,0.03,6.926803
2978,69.76,752,64,315,0.03,13.023037
2979,1278.64,1240,128,188,0.03,14.477682
2980,959.44,1452,128,363,0.03,17.196468
2981,2699.08,2588,256,391,0.03,10.971346
2982,2719.0,2368,256,289,0.03,24.509613
2983,1860.12,1620,128,214,0.03,16.232307
2984,2137.48,3032,256,731,0.03,13.575557
2985,1465.44,1464,128,247,0.03,8.732018
2986,1571.4,1260,128,127,0.03,10.619176
2987,2059.12,2320,256,415,0.03,15.105177
2988,1467.4,2468,256,633,0.03,10.294136
2989,1892.84,1460,128,155,0.03,10.493339
2990,1824.48,1656,128,226,0.03,15.033067
2991,2199.68,2348,256,401,0.03,13.433161
2992,1302.28,1508,128,306,0.03,10.705772
2993,1507.72,1792,128,341,0.03,12.466091
2994,1460.16,1260,128,164,0.03,12.509075
2995,1424.8,1336,128,189,0.03,10.495544
2996,1892.76,2592,256,584,0.03,10.563263
2997,1346.68,1316,128,201,0.03,10.408197
2998,1241.56,1064,128,127,0.03,10.073231
2999,1383.4,1424,128,255,0.03,10.621202
3000,914.12,1472,128,384,0.03,13.498943
3001,2627.16,2152,256,209,0.03,16.597923
3002,1965.88,2828,256,663,0.03,16.083294
3003,1452.4,1212,128,155,0.03,11.370063
3004,1427.36,1200,128,147,0.03,11.825717
3005,1588.24,1348,128,161,0.03,18.674694
3006,1314.12,1276,128,203,0.03,11.001144
3007,1456.68,1444,128,242,0.03,11.287449
3008,2111.36,2280,256,377,0.03,15.674198
3009,2739.76,2428,256,305,0.03,14.004219
3010,3219.44,3032,256,453,0.03,14.034579
3011,1938.76,2224,256,401,0.03,12.99035
3012,1523.88,1200,128,122,0.03,11.525081
3013,2471.12,2268,256,304,0.03,25.056654
3014,2547.08,2540,256,407,0.03,13.582159
3015,2561.32,2348,256,300,0.03,12.783687
3016,1622.96,2180,256,474,0.03,13.766411
3017,1470.52,1264,128,166,0.03,8.664394
3018,2840.68,2720,256,386,0.03,11.682922
3019,2834.44,2276,256,213,0.03,12.869203
3020,1595.36,2768,256,732,0.03,16.153664
3021,2731.24,2524,256,351,0.03,11.27384
3022,1971.32,1816,128,245,0.03,12.284099
3023,1331.48,1296,128,204,0.03,10.44788
3024,1514.24,1300,128,155,0.03,15.840133
3025,1297.08,1268,128,194,0.03,9.863428
3026,1599.2,1336,128,171,0.03,16.151194
3027,906.6,724,64,96,0.03,15.01873
3028,2493.08,2364,256,335,0.03,11.777239
3029,1955.92,2328,256,460,0.03,14.160692
3030,2822.8,3104,256,587,0.03,16.262934
3031,2610.2,2912,256,554,0.03,18.835136
3032,1267.96,1292,128,228,0.03,13.544013
3033,358.28,300,32,64,0.03,11.150962
3034,1829.64,1416,128,144,0.03,15.428226
3035,1649.96,1456,128,206,0.03,10.895727
3036,1316.76,1360,128,248,0.03,12.465445
3037,586.04,1044,128,293,0.03,12.555798
3038,807.8,1328,128,354,0.03,10.073784
3039,839.12,672,64,90,0.03,14.562134
3040,1837.6,1648,128,220,0.03,10.929029
3041,1414.84,1108,128,121,0.03,11.802197
3042,2354.88,3000,256,630,0.03,12.118567
3043,1190.44,984,128,104,0.03,9.763194
3044,1406.2,1588,128,302,0.03,6.618427
3045,1580.48,1280,128,152,0.03,12.724126
3046,2651.48,2456,256,325,0.03,12.305288
3047,872.48,1292,128,316,0.03,9.914833
3048,1792.44,1428,128,162,0.03,11.493761
3049,1696.96,1576,128,235,0.03,11.454424
3050,1662.64,1324,128,144,0.03,10.965317
3051,1989.16,1712,128,216,0.03,17.546959
3052,1022.84,1348,128,305,0.03,12.232476
3053,1127.84,920,128,96,0.03,17.978575
3054,712.92,576,64,78,0.03,11.825018
3055,822.04,1468,128,404,0.03,7.89507
