episode,episode_reward,game_score,max_tile,episode_length,epsilon,loss
1089,992.56,972,128,156,0.236159,13.63046
1090,1826.24,1636,128,214,0.235121,13.83972
1091,2312.52,2064,256,260,0.23386,14.830569
1092,923.8,892,64,158,0.233094,21.078545
1093,1247.76,1188,128,189,0.232177,18.435478
1094,880.16,868,64,142,0.231488,11.910558
1095,1145.4,1032,128,142,0.2308,18.423536
1096,1260.04,1224,128,197,0.229844,13.967087
1097,1429.32,1232,128,147,0.229131,15.518749
1098,743.04,596,64,88,0.228704,14.206319
1099,778.12,660,64,104,0.2282,17.055925
1100,2395.0,2328,256,329,0.226604,16.776291
1101,907.6,780,64,120,0.226022,15.163309
1102,1326.04,1240,128,164,0.225227,19.099892
1103,1578.16,1512,128,222,0.22415,14.3246
1104,558.52,684,64,166,0.223345,16.066471
1105,1010.4,1112,128,195,0.2224,19.308159
1106,872.08,852,64,145,0.221696,16.726219
1107,493.2,632,64,161,0.220915,16.05574
1108,577.52,848,64,206,0.219916,15.646705
1109,1096.56,1316,128,254,0.218684,16.977139
1110,585.2,1220,128,351,0.216982,11.393475
1111,817.28,1028,64,231,0.215862,13.863376
1112,1448.44,1620,128,289,0.21446,13.293986
1113,945.64,940,64,176,0.213606,13.612501
1114,1076.96,1016,64,167,0.212797,13.497138
1115,1858.68,1652,128,229,0.211686,12.572838
1116,1815.36,1616,128,219,0.210624,17.369822
1117,1543.36,1384,128,176,0.20977,15.145625
1118,1053.44,1128,128,207,0.208766,17.246304
1119,683.48,776,64,168,0.207951,15.531176
1120,1651.8,1344,128,158,0.207185,15.094527
1121,1435.84,1248,128,158,0.206419,12.938036
1122,579.92,724,64,165,0.205619,15.561692
1123,425.68,404,32,93,0.205167,20.416191
1124,1290.52,1284,128,209,0.204154,14.125859
1125,1407.76,1424,128,255,0.202917,11.791568
1126,1235.8,1328,128,235,0.201777,13.238258
1127,1600.68,1432,128,194,0.200836,12.342516
1128,1463.0,1268,128,176,0.199983,13.127768
1129,1318.88,1128,128,156,0.199226,13.062377
1130,1551.68,1288,128,151,0.198494,13.7903
1131,931.08,892,64,148,0.197776,17.290308
1132,626.16,580,64,109,0.197247,14.725088
1133,1388.72,1340,128,214,0.19621,10.390612
1134,1718.2,1444,128,179,0.195341,15.588783
1135,1593.12,1864,128,359,0.1936,17.939119
1136,1523.68,1316,128,166,0.192795,17.712257
1137,586.12,480,64,82,0.192397,16.092173
1138,1237.8,1068,128,130,0.191767,14.02865
1139,893.6,860,64,155,0.191015,13.226076
1140,1077.44,1368,128,288,0.189618,13.850253
1141,2155.84,1988,128,262,0.188348,12.710032
1142,1264.92,1160,128,166,0.187543,13.537988
1143,221.2,376,32,121,0.186956,11.813504
1144,1032.12,888,128,106,0.186442,16.253311
1145,735.12,684,64,133,0.185797,14.558146
1146,1334.52,1300,128,209,0.184783,16.150494
1147,324.0,452,64,123,0.184186,12.727272
1148,1109.84,1204,64,220,0.183119,12.918208
1149,554.2,764,64,201,0.182145,18.09651
1150,1237.12,1200,128,192,0.181213,12.116236
1151,1415.48,1308,128,196,0.180263,13.94381
1152,701.6,708,64,144,0.179564,14.589673
1153,254.36,240,32,66,0.179244,15.937342
1154,1272.0,1176,128,177,0.178386,12.891348
1155,628.52,616,64,117,0.177818,15.003303
1156,970.8,1064,64,198,0.176858,15.901554
1157,700.92,876,64,197,0.175903,11.355709
1158,586.16,580,64,118,0.17533,15.387899
1159,1144.2,996,128,129,0.174705,12.851255
1160,499.44,972,128,274,0.173376,14.634943
1161,776.44,868,64,176,0.172522,15.008306
1162,1075.0,1100,128,196,0.171572,15.56131
1163,1446.84,1320,128,194,0.170631,17.397072
1164,1247.88,1320,128,216,0.169583,16.094885
1165,1381.36,1284,128,185,0.168686,17.814484
1166,3131.6,2884,256,410,0.166697,15.669206
1167,893.64,884,64,159,0.165926,12.866539
1168,2183.44,1888,128,218,0.164869,17.124668
1169,572.96,776,64,188,0.163957,14.827111
1170,1407.72,1412,128,245,0.162769,17.795685
1171,2184.72,2212,256,334,0.161149,14.788589
1172,1284.08,1348,128,245,0.159961,16.347427
1173,1016.8,988,64,173,0.159122,11.675021
1174,1099.6,1204,128,234,0.157987,13.712552
1175,2635.0,2340,256,286,0.1566,14.038177
1176,1265.64,1336,128,232,0.155474,11.943663
1177,1019.48,1132,128,213,0.154441,13.868189
1178,994.28,1340,128,309,0.152943,13.332298
1179,2525.16,2560,256,445,0.150784,15.704609
1180,1353.48,1304,128,194,0.149844,17.56362
1181,781.36,828,64,156,0.149087,15.019011
1182,1302.64,1208,128,176,0.148233,15.883005
1183,839.84,780,64,134,0.147583,11.287303
1184,961.96,1060,128,189,0.146667,13.464398
1185,486.12,588,64,146,0.145959,12.114064
1186,489.44,708,64,192,0.145027,12.068937
1187,1157.88,992,128,129,0.144402,12.908588
1188,2174.84,2432,256,455,0.142195,14.088129
1189,2678.04,2780,256,439,0.140066,13.70339
1190,1620.76,1544,128,234,0.138931,13.924339
1191,3359.6,3024,256,404,0.136972,13.194481
1192,1123.24,988,64,132,0.136331,15.170922
1193,1466.36,1328,128,179,0.135463,15.148684
1194,1011.92,988,128,145,0.13476,16.805668
1195,2308.84,2744,256,559,0.132049,13.782177
1196,657.68,640,64,123,0.131452,12.668073
1197,476.08,484,64,103,0.130953,15.285711
1198,653.76,812,64,183,0.130065,12.873583
1199,1580.8,1600,128,279,0.128712,15.995701
1200,2024.84,1748,128,202,0.127732,15.645815
1201,854.36,668,64,95,0.127272,13.213564
1202,859.16,728,64,113,0.126724,14.786247
1203,1060.6,1156,128,218,0.125666,15.137814
1204,1037.0,1136,64,220,0.124599,14.683495
1205,916.2,1084,128,226,0.123503,12.151834
1206,1455.16,1348,128,196,0.122553,16.03639
1207,1552.84,1628,128,281,0.12119,13.120926
1208,1021.76,1532,128,371,0.11939,12.370547
1209,1327.56,1360,128,226,0.118294,13.983393
1210,774.0,600,64,86,0.117877,16.488434
1211,1474.76,1384,128,219,0.116815,13.127313
1212,616.24,740,64,178,0.115952,13.36158
1213,1749.8,1592,128,208,0.114943,15.906509
1214,1922.16,1708,128,202,0.113963,14.666189
1215,374.56,348,32,72,0.113614,16.198465
1216,558.08,584,64,126,0.113003,16.444777
1217,1503.88,1336,128,177,0.112144,10.320948
1218,903.72,1140,128,266,0.110854,17.56168
1219,1160.36,1264,128,253,0.109627,12.289721
1220,613.12,596,64,119,0.10905,14.03049
1221,694.24,1016,128,250,0.107838,11.425795
1222,1328.24,1200,128,170,0.107013,17.669292
1223,805.84,852,64,162,0.106227,13.673257
1224,1197.8,1052,128,142,0.105539,10.188166
1225,1389.24,1420,128,235,0.104399,18.863316
1226,1614.32,1580,128,259,0.103143,12.63336
1227,1367.64,1388,128,243,0.101964,14.246617
1228,1419.96,1276,128,175,0.101116,13.061267
1229,628.68,716,64,169,0.100296,15.250538
1230,376.28,292,32,58,0.100015,13.959721
1231,1024.24,976,64,153,0.099273,10.291489
1232,548.84,720,64,182,0.09839,13.945176
1233,336.64,268,32,56,0.098118,12.423396
1234,403.84,544,64,149,0.097396,10.927708
1235,674.84,908,128,205,0.096401,12.568674
1236,438.44,556,64,136,0.095742,18.215704
1237,1286.2,1692,128,380,0.093899,12.153169
1238,1355.48,1200,128,164,0.093103,15.58213
1239,1671.56,1940,256,332,0.091493,16.535522
1240,1271.36,1172,128,185,0.090596,11.961744
1241,2150.96,2476,256,488,0.088229,16.864061
1242,909.68,968,64,189,0.087312,13.463314
1243,987.16,884,64,139,0.086638,11.985085
1244,1012.88,1076,128,206,0.085639,12.89529
1245,205.24,1676,128,616,0.082652,13.332219
1246,1211.96,1304,128,237,0.081502,13.603368
1247,1929.76,2072,128,364,0.079737,11.131474
1248,1016.16,844,64,108,0.079213,14.634488
1249,1510.32,1496,128,239,0.078054,17.298365
1250,1091.6,1084,128,188,0.077142,14.987804
1251,949.04,1768,128,478,0.074824,12.373194
1252,1131.68,1496,128,339,0.07318,12.861707
1253,224.48,724,64,265,0.071894,14.337718
1254,1236.76,1340,128,246,0.070701,17.013592
1255,1093.84,880,64,110,0.070168,14.832747
1256,-133.2,588,64,299,0.068718,17.278517
1257,459.0,412,32,86,0.0683,12.915026
1258,450.92,1500,128,512,0.065817,11.72438
1259,1253.12,1456,128,295,0.064387,15.512936
1260,873.24,1616,128,461,0.062151,14.515531
1261,1831.2,2352,256,489,0.059779,14.110586
1262,435.32,1072,128,337,0.058145,11.889909
1263,387.28,580,64,168,0.05733,14.928968
1264,1501.84,1456,128,242,0.056156,17.290337
1265,241.92,436,32,151,0.055424,14.325058
1266,1435.48,1368,128,205,0.054429,10.409018
1267,997.76,1284,128,284,0.053052,16.211533
1268,794.84,1292,128,338,0.051413,14.396669
1269,230.4,1592,128,606,0.048474,15.489369
1270,366.6,956,64,323,0.046907,12.537669
1271,593.56,1392,128,423,0.044856,17.963621
1272,487.8,660,64,174,0.044012,14.058893
1273,546.48,800,64,212,0.042983,15.497137
1274,924.0,1024,128,191,0.042057,16.435991
1275,1399.12,1172,128,138,0.041388,12.901495
1276,1011.32,1340,128,302,0.039923,14.026594
1277,869.08,1408,128,366,0.038148,14.514897
1278,685.2,1116,128,302,0.036683,13.424578
1279,1371.52,1256,128,185,0.035786,17.370213
1280,1228.8,1612,128,371,0.033987,13.587102
1281,25.52,776,64,335,0.032362,14.48855
1282,35.84,1384,128,568,0.03,11.589353
1283,595.04,500,64,86,0.03,16.261168
1284,462.04,384,32,75,0.03,11.138315
1285,906.48,1948,256,530,0.03,14.391329
1286,1111.96,1180,128,212,0.03,11.380672
1287,446.72,608,64,167,0.03,13.188265
1288,-1281.08,656,64,610,0.03,15.315233
1289,-726.36,892,64,559,0.03,11.483784
1290,18.72,1476,128,614,0.03,13.159342
1291,1286.52,1076,128,130,0.03,13.523069
1292,-877.28,1424,128,812,0.03,13.158165
1293,276.76,308,32,92,0.03,12.576878
1294,1267.88,1004,128,108,0.03,15.533693
1295,-233.72,1404,128,645,0.03,14.529181
1296,-562.28,1684,128,842,0.03,11.855309
1297,-191.56,1044,128,486,0.03,11.003716
1298,1766.88,2440,256,549,0.03,16.128614
1299,1373.88,2348,256,618,0.03,17.123489
1300,1290.28,1024,128,111,0.03,10.575846
1301,1080.8,1348,128,288,0.03,17.179852
1302,-388.6,440,32,306,0.03,14.576941
1303,57.48,744,64,299,0.03,13.807208
1304,-319.56,1176,128,569,0.03,14.427578
1305,390.92,776,64,249,0.03,14.148719
1306,1044.4,1088,128,192,0.03,12.765747
1307,518.36,780,64,209,0.03,13.330359
1308,-440.36,2460,256,1079,0.03,11.376308
1309,544.08,1328,128,408,0.03,10.305307
1310,-530.72,788,64,471,0.03,10.900019
1311,1274.96,1124,128,152,0.03,12.907557
1312,-1445.84,1936,128,1161,0.03,17.084881
1313,-1827.64,1452,128,1047,0.03,12.048457
1314,160.56,1020,128,377,0.03,11.510774
1315,454.32,1728,128,598,0.03,14.731007
1316,962.76,2624,256,841,0.03,9.72131
1317,-25.6,784,64,359,0.03,11.659132
1318,97.56,848,64,335,0.03,9.662918
1319,315.4,672,64,228,0.03,12.827232
1320,226.12,1020,64,384,0.03,11.526045
1321,467.52,1132,128,348,0.03,14.884465
1322,443.88,704,64,196,0.03,14.040974
1323,90.16,260,32,114,0.03,11.881804
1324,290.72,280,32,70,0.03,10.461723
1325,298.64,932,128,319,0.03,9.652644
1326,-97.04,1588,128,666,0.03,11.089893
1327,1436.0,2024,128,457,0.03,13.819765
1328,-349.64,1808,128,834,0.03,9.213396
1329,-205.28,1320,128,595,0.03,10.986423
1330,1065.12,1288,128,262,0.03,7.918936
1331,-1068.88,1136,128,738,0.03,10.834044
1332,1054.16,1596,128,387,0.03,11.569284
1333,1227.04,2444,256,659,0.03,12.042846
1334,24.6,780,64,341,0.03,11.164062
1335,1229.76,1288,128,232,0.03,11.259729
1336,1038.52,1008,128,159,0.03,16.955633
1337,760.64,1332,128,365,0.03,9.584476
1338,510.72,1260,128,388,0.03,8.243303
1339,-201.76,884,64,424,0.03,13.666512
1340,-166.2,1448,128,625,0.03,10.39207
1341,127.36,1104,128,424,0.03,11.365217
1342,-1133.08,3012,256,1484,0.03,10.869108
1343,794.44,1276,128,334,0.03,9.769046
1344,903.96,828,64,125,0.03,9.978872
1345,345.16,1620,128,589,0.03,10.112961
1346,693.12,1220,128,341,0.03,9.709601
1347,106.36,1308,128,525,0.03,9.424357
1348,132.72,932,64,366,0.03,12.09667
1349,512.44,488,64,96,0.03,11.74012
1350,689.2,1324,128,375,0.03,9.58927
1351,615.32,724,64,174,0.03,9.920139
1352,547.84,1244,128,383,0.03,11.876295
1353,71.44,328,32,151,0.03,8.276046
1354,-80.08,1168,128,508,0.03,9.671463
1355,587.08,1488,128,476,0.03,11.026695
1356,-2937.44,1188,128,1233,0.03,8.942837
1357,238.04,1100,64,401,0.03,7.897776
1358,479.92,636,64,165,0.03,10.673255
1359,789.2,1336,128,362,0.03,11.977402
1360,437.92,1156,128,349,0.03,7.379146
1361,798.32,700,64,112,0.03,7.615764
1362,1078.64,1436,128,333,0.03,10.553384
1363,669.0,556,64,90,0.03,10.758817
1364,729.52,620,64,99,0.03,10.937119
1365,662.08,968,128,226,0.03,9.49271
1366,-659.56,1632,128,831,0.03,13.650316
1367,-1209.32,1748,128,1005,0.03,5.899695
1368,710.52,920,64,227,0.03,9.232161
1369,-85.4,1220,128,526,0.03,10.51355
1370,733.92,1180,128,315,0.03,9.625327
1371,630.12,2400,256,810,0.03,9.671394
1372,468.56,1436,128,471,0.03,8.120837
1373,1103.72,2720,256,829,0.03,9.215773
1374,-1390.72,568,64,593,0.03,9.480944
1375,-407.36,1296,128,644,0.03,5.065276
1376,812.88,700,64,113,0.03,8.944575
1377,-939.72,1476,128,855,0.03,7.026511
1378,1330.16,1572,128,316,0.03,8.440919
1379,1009.56,1032,128,173,0.03,10.61533
1380,1115.24,1264,128,244,0.03,7.016328
1381,733.2,556,64,78,0.03,11.09773
1382,-306.32,564,64,337,0.03,8.907024
1383,2485.08,2304,256,316,0.03,8.647584
1384,605.16,2104,256,671,0.03,9.017482
1385,-168.6,700,64,354,0.03,12.119066
1386,346.36,260,32,50,0.03,7.554227
1387,690.8,1312,128,381,0.03,11.099335
1388,985.04,1544,128,379,0.03,8.833692
1389,-217.8,1032,128,489,0.03,8.268043
1390,1018.84,1416,128,326,0.03,6.288784
1391,-1179.36,592,64,560,0.03,8.855365
1392,253.24,520,64,182,0.03,8.24938
1393,1094.0,1428,128,316,0.03,11.495359
1394,78.48,784,64,323,0.03,8.656992
1395,1111.6,1712,128,400,0.03,10.441383
1396,442.96,400,32,82,0.03,8.012855
1397,639.0,2728,256,942,0.03,9.353799
1398,-7.4,2116,256,827,0.03,9.217989
1399,722.48,564,64,78,0.03,9.554827
1400,-640.24,1752,128,852,0.03,5.279147
1401,752.84,708,64,130,0.03,10.176252
1402,1054.48,1368,128,317,0.03,7.924866
1403,1235.4,996,128,117,0.03,8.271589
1404,59.08,976,128,376,0.03,12.829074
1405,-2480.84,1140,128,1095,0.03,6.173829
1406,799.04,1200,128,284,0.03,7.041822
1407,278.2,1636,128,598,0.03,5.535153
1408,-169.8,1472,128,671,0.03,6.119891
1409,481.72,696,64,197,0.03,6.799627
1410,795.8,1208,128,315,0.03,5.809971
1411,749.56,624,64,96,0.03,7.950977
1412,687.12,1296,128,374,0.03,11.141354
1413,121.8,1048,128,408,0.03,9.867779
1414,703.84,664,64,120,0.03,6.763861
1415,445.6,1096,128,343,0.03,6.959239
1416,1116.16,1200,128,219,0.03,7.098613
1417,96.16,676,64,283,0.03,7.590119
1418,329.28,1356,128,491,0.03,8.933364
1419,604.16,2424,256,837,0.03,9.57263
1420,2388.12,2728,256,507,0.03,9.00602
1421,1340.08,2040,256,460,0.03,5.188108
1422,578.72,748,64,187,0.03,7.591181
1423,-178.96,996,128,471,0.03,7.795018
1424,1101.24,1024,128,160,0.03,7.054426
1425,-241.32,1680,128,756,0.03,6.778871
1426,-765.52,652,64,468,0.03,9.538839
1427,1186.44,1340,128,261,0.03,7.486586
1428,1382.68,1360,128,230,0.03,7.419423
1429,642.08,608,64,111,0.03,6.877523
1430,37.2,1312,128,543,0.03,5.541648
1431,26.44,496,64,224,0.03,5.966474
1432,1072.2,1032,128,170,0.03,10.778075
1433,-531.52,1368,128,696,0.03,6.749866
1434,434.76,868,64,261,0.03,7.170985
1435,-832.48,652,64,495,0.03,9.610905
1436,1466.04,1264,128,155,0.03,10.068783
1437,-411.72,1068,128,557,0.03,10.400624
1438,362.8,1952,256,660,0.03,8.924799
1439,1484.68,2304,256,541,0.03,8.66421
1440,989.56,1324,128,303,0.03,9.503328
1441,691.0,604,64,103,0.03,7.095107
1442,447.84,856,64,260,0.03,6.264566
1443,1672.84,2452,256,545,0.03,7.302441
1444,1203.48,984,128,106,0.03,7.579098
1445,2103.28,1672,128,173,0.03,9.720659
1446,1495.48,1396,128,210,0.03,6.098742
1447,1654.2,2012,256,372,0.03,8.154929
1448,1833.72,1744,128,256,0.03,6.349327
1449,220.12,736,64,263,0.03,7.192236
1450,766.24,652,64,95,0.03,6.987263
1451,662.2,572,64,95,0.03,7.123733
1452,650.64,1744,128,535,0.03,9.299259
1453,975.72,1340,128,326,0.03,4.893598
1454,759.24,1140,128,282,0.03,6.247649
1455,639.0,848,64,206,0.03,6.161966
1456,480.2,668,64,176,0.03,6.658732
1457,1037.88,892,128,114,0.03,7.73257
1458,629.28,1060,64,292,0.03,12.011574
1459,1144.2,1260,128,248,0.03,7.681789
1460,237.72,740,64,272,0.03,8.066454
1461,437.44,584,64,152,0.03,8.327754
1462,-140.0,1092,128,490,0.03,8.177334
1463,502.72,728,64,200,0.03,8.574627
1464,884.12,712,64,102,0.03,8.403987
1465,63.16,1380,128,566,0.03,4.181126
1466,299.28,1256,128,445,0.03,7.598394
1467,1434.28,1184,128,128,0.03,5.519038
1468,-82.04,1024,64,457,0.03,6.283428
1469,1206.24,1480,128,317,0.03,11.259089
1470,-1154.24,1612,128,955,0.03,7.148966
1471,-603.76,1412,128,742,0.03,4.536684
1472,739.52,696,64,127,0.03,6.534554
1473,1269.72,1188,128,199,0.03,9.410032
1474,862.08,1268,128,316,0.03,6.834858
1475,356.92,676,64,219,0.03,4.258073
1476,1581.68,1416,128,209,0.03,5.36474
1477,861.08,768,64,129,0.03,11.161561
1478,779.64,2424,256,778,0.03,5.376091
1479,1037.72,968,128,144,0.03,5.23175
1480,1219.2,1532,128,318,0.03,5.269657
1481,3253.88,2996,256,411,0.03,8.726042
1482,256.64,808,64,302,0.03,5.998671
1483,-659.4,936,64,568,0.03,7.100029
1484,1129.24,1332,128,276,0.03,5.819895
1485,1168.56,1444,128,303,0.03,7.426734
1486,320.44,304,32,72,0.03,7.818321
1487,1462.4,1580,128,278,0.03,6.93493
1488,825.4,712,64,113,0.03,4.030016
1489,-1000.44,804,64,608,0.03,7.375965
1490,711.56,740,64,156,0.03,5.47719
1491,-229.24,1224,128,557,0.03,7.559461
1492,197.68,952,128,340,0.03,8.7855
1493,822.56,1064,128,238,0.03,6.335536
1494,2330.48,2324,256,379,0.03,4.044554
1495,1493.16,1832,128,364,0.03,7.894516
1496,1416.6,2116,256,489,0.03,3.543903
1497,253.92,1312,128,475,0.03,5.643371
1498,-144.64,964,64,450,0.03,6.415952
1499,1284.68,1088,128,137,0.03,6.09314
1500,640.6,1040,128,271,0.03,6.665897
1501,618.52,472,64,69,0.03,8.396932
1502,-880.24,440,32,429,0.03,6.130283
1503,615.36,752,64,187,0.03,6.975958
1504,-185.56,848,64,421,0.03,5.470535
1505,-266.76,1436,128,650,0.03,8.835509
1506,409.24,720,64,206,0.03,5.325904
1507,2628.92,2968,256,558,0.03,9.38433
1508,1002.08,1112,64,219,0.03,4.949484
1509,1067.0,1416,128,330,0.03,6.41498
1510,1258.04,1532,128,302,0.03,7.536073
1511,469.28,2280,256,803,0.03,10.799537
1512,1763.28,1408,128,146,0.03,8.434771
1513,737.2,1176,128,311,0.03,7.984
1514,366.2,324,32,77,0.03,4.528292
1515,1497.28,1360,128,179,0.03,5.667772
1516,567.92,1452,128,469,0.03,6.680934
1517,397.08,552,64,148,0.03,7.444055
1518,580.84,2388,256,815,0.03,3.621729
1519,864.16,672,64,90,0.03,7.24941
1520,157.36,1496,128,580,0.03,5.369951
1521,685.48,528,64,72,0.03,5.243111
1522,306.24,1396,128,509,0.03,7.751546
1523,929.36,1144,128,250,0.03,9.270344
1524,540.8,1744,128,584,0.03,5.852726
1525,2029.8,2528,256,504,0.03,6.05227
1526,469.92,656,64,179,0.03,6.949297
1527,852.96,1568,128,429,0.03,6.094761
1528,-1463.2,1340,128,922,0.03,5.623911
1529,1795.2,2184,256,430,0.03,6.059816
1530,911.12,1124,128,244,0.03,6.363129
1531,105.32,840,64,333,0.03,5.613888
1532,785.68,632,64,93,0.03,6.47487
1533,-920.8,1516,128,854,0.03,7.278575
1534,1142.04,2116,256,551,0.03,5.142256
1535,1408.48,1212,128,159,0.03,5.328847
1536,845.24,1064,128,233,0.03,5.798973
1537,445.4,1572,128,554,0.03,6.512506
1538,-318.2,880,64,454,0.03,5.134176
1539,-1717.64,1356,128,986,0.03,7.174726
1540,910.44,1440,128,374,0.03,5.518508
1541,1446.52,1224,128,145,0.03,5.097943
1542,1014.04,2444,256,737,0.03,7.906154
1543,597.56,724,64,170,0.03,5.758228
1544,1204.76,1032,128,126,0.03,8.011225
1545,1041.24,1348,128,304,0.03,6.24722
1546,330.36,736,64,246,0.03,6.862762
1547,706.76,560,64,78,0.03,8.002586
1548,1095.64,1360,128,300,0.03,6.981591
1549,1804.2,2000,128,371,0.03,4.84694
1550,759.6,1308,128,342,0.03,8.416777
1551,1803.32,1424,128,150,0.03,4.239486
1552,700.52,544,64,75,0.03,7.202896
1553,383.76,1092,128,356,0.03,6.636918
1554,794.32,640,64,92,0.03,9.578753
1555,930.68,756,64,106,0.03,6.066034
1556,1145.0,1100,128,170,0.03,6.089745
1557,298.32,504,64,160,0.03,7.676598
1558,900.56,1220,128,287,0.03,8.874196
1559,772.28,864,64,179,0.03,2.683652
1560,-274.56,1116,128,531,0.03,8.526474
1561,946.12,2140,256,609,0.03,7.630294
1562,883.64,704,64,94,0.03,8.251841
1563,655.8,1228,128,346,0.03,7.010761
1564,1547.8,1344,128,172,0.03,6.722238
1565,2101.88,2640,256,555,0.03,7.026295
1566,-329.48,1416,128,683,0.03,6.690709
1567,349.28,1288,128,445,0.03,6.485657
1568,1385.4,1100,128,119,0.03,8.104156
1569,-1004.72,816,64,614,0.03,9.362719
1570,161.04,1404,128,538,0.03,5.36049
1571,471.68,668,64,179,0.03,7.991701
1572,288.52,720,64,249,0.03,9.988019
1573,309.84,832,64,273,0.03,6.636801
1574,622.64,1360,128,393,0.03,6.68542
1575,492.92,756,64,216,0.03,7.398335
1576,-1647.84,1608,128,1070,0.03,7.025413
1577,1193.84,1344,128,266,0.03,6.770323
1578,1782.08,1392,128,143,0.03,7.02048
1579,1069.44,1292,128,256,0.03,6.688219
1580,220.28,852,64,310,0.03,8.510123
1581,414.12,624,64,182,0.03,8.083566
1582,1396.04,1180,128,137,0.03,5.81376
1583,192.52,288,32,97,0.03,5.845076
1584,408.64,2100,128,737,0.03,6.919746
1585,1035.04,1036,128,172,0.03,7.747325
1586,1606.16,1656,128,295,0.03,9.038019
1587,299.76,1160,128,410,0.03,10.770929
1588,1631.92,1284,128,128,0.03,7.613478
1589,515.8,1448,128,482,0.03,7.572935
1590,696.48,1288,128,364,0.03,7.281808
1591,3045.72,2888,256,436,0.03,6.810698
1592,1318.4,1328,128,228,0.03,4.895092
1593,837.8,672,64,95,0.03,8.86692
1594,2042.48,1988,256,262,0.03,8.021618
1595,412.36,580,64,160,0.03,10.2169
1596,515.56,756,64,203,0.03,8.109654
1597,1264.8,1292,128,226,0.03,8.895207
1598,1054.52,1320,128,290,0.03,5.717371
1599,-1335.36,1436,128,921,0.03,8.281751
1600,851.32,1348,128,349,0.03,6.160782
1601,489.16,1404,128,462,0.03,8.322474
1602,656.84,2108,256,667,0.03,8.101437
1603,61.48,748,64,304,0.03,10.604172
1604,921.68,1004,128,190,0.03,8.13398
1605,-409.48,1456,128,718,0.03,5.708256
1606,1263.44,1364,128,240,0.03,5.673334
1607,802.08,968,128,204,0.03,9.206484
1608,1320.28,1412,128,255,0.03,5.834229
1609,911.28,760,64,99,0.03,8.97655
1610,1022.8,1024,128,179,0.03,9.101103
1611,316.84,744,64,263,0.03,6.874246
1612,1481.32,1812,128,368,0.03,8.696876
1613,1183.56,968,128,102,0.03,10.885323
1614,506.56,1128,128,348,0.03,6.39165
1615,1020.08,1592,128,403,0.03,14.326002
1616,2136.4,2316,256,402,0.03,7.628117
1617,435.56,1108,128,349,0.03,7.711491
1618,235.16,740,64,269,0.03,8.466982
1619,1604.16,1288,128,145,0.03,8.455807
1620,1621.52,1300,128,142,0.03,10.002699
1621,-1064.8,812,64,625,0.03,8.097922
1622,1076.52,1384,128,307,0.03,5.393435
1623,2066.28,2304,256,411,0.03,10.643522
1624,474.28,680,64,181,0.03,6.364928
1625,468.76,360,32,61,0.03,6.800333
1626,2733.68,3144,256,605,0.03,8.478696
1627,1330.72,1224,128,178,0.03,7.351511
1628,-1250.52,1404,128,893,0.03,7.840786
1629,925.48,2264,256,656,0.03,7.244164
1630,511.12,396,32,67,0.03,4.775879
1631,1108.72,1696,128,418,0.03,6.529171
1632,1485.04,1180,128,126,0.03,4.885729
1633,638.48,2220,256,707,0.03,6.313599
1634,983.2,892,64,140,0.03,8.683992
1635,1016.36,820,64,96,0.03,11.296231
1636,725.8,572,64,78,0.03,8.064194
1637,311.96,280,32,68,0.03,7.452646
1638,1682.4,1332,128,136,0.03,5.006298
1639,940.16,2344,256,686,0.03,6.452942
1640,798.4,1228,128,305,0.03,10.579713
1641,338.76,256,32,51,0.03,4.28761
1642,1518.44,1184,128,128,0.03,5.235611
1643,467.12,480,32,105,0.03,6.490761
1644,1357.56,1392,128,244,0.03,6.652503
1645,176.32,1332,128,507,0.03,7.76914
1646,1991.92,2172,256,385,0.03,9.615355
1647,-487.4,648,64,415,0.03,7.4601
1648,1148.24,1040,128,148,0.03,7.785194
1649,1228.28,1012,128,108,0.03,8.19331
1650,1412.76,1128,128,124,0.03,6.149351
1651,91.68,284,32,119,0.03,9.870626
1652,841.64,668,64,86,0.03,8.046477
1653,-322.4,656,64,373,0.03,9.313402
1654,437.2,516,64,124,0.03,11.225197
1655,2545.04,2076,256,196,0.03,6.157913
1656,1384.92,2492,256,665,0.03,7.966054
1657,2157.56,2024,256,246,0.03,8.429417
1658,1314.12,1436,128,274,0.03,9.649995
1659,-34.48,760,64,347,0.03,8.36916
1660,437.0,348,32,69,0.03,8.759983
1661,814.2,676,64,98,0.03,6.196576
1662,673.12,724,64,154,0.03,9.834247
1663,2318.76,2136,256,256,0.03,9.278744
1664,391.32,1256,128,421,0.03,11.756848
1665,699.68,608,64,98,0.03,6.400659
1666,598.2,1064,128,304,0.03,10.218719
1667,1322.84,2448,256,641,0.03,12.753389
1668,721.84,560,64,78,0.03,7.41056
1669,1191.16,2376,256,647,0.03,9.439539
1670,-28.88,992,64,429,0.03,11.856092
1671,-530.2,948,64,539,0.03,7.982153
1672,888.52,1636,128,445,0.03,6.426748
1673,798.68,732,64,131,0.03,10.107571
1674,1630.16,2436,256,561,0.03,11.239866
1675,622.08,468,64,69,0.03,7.097664
1676,1304.48,1356,128,247,0.03,9.378335
1677,636.44,1296,128,375,0.03,5.83232
1678,1427.04,3016,256,844,0.03,12.614372
1679,-101.72,1380,128,612,0.03,8.604234
1680,-120.68,952,64,434,0.03,10.551012
1681,1036.6,952,64,154,0.03,11.895903
1682,1858.56,1668,128,217,0.03,8.480404
